RECN,NAME,YOB,LEGALID,ADDRESS
34,Michael Rebeca,2009,WS18183,"3255 Spicewood Av, Georgetown"
35,David Sean,1912,KN13843,"7445 Congress Av, Del Valle"
36,Magda Smith,1921,TL18606,"8987 Yellow St, Georgetown"
37,Gustavo Rebeca,1936,NW19201,"5629 Main St, Austin"
38,Alice Sean,1981,XX12577,"7734 Yellow St, London"
39,Natalie David,2005,ZX10553,"2854 Spicewood Av, Georgetown"
40,Sean Sean,1993,AS10254,"8457 Winter Fall St, Dallas"
41,David Smith,1958,ES16330,"7290 Congress Av, Dallas"
42,Mary Robert,1994,LK10619,"7391 Winter Fall St, Hutto"
43,Fran George,1998,KZ12394,"1522 Yellow St, Hutto"
44,David Magda,1916,GL15045,"8423 Big Sky Av, Hutto"
45,Smith Natalie,2001,DN17094,"5599 Yellow St, Hutto"
46,Smith Alice,1919,AT18389,"723 Orange Maple St, Amarillo"
47,Gustavo Bob,1926,XT10838,"3855 Shallow Lake St, Paris"
48,Mary David,1967,WK11213,"2429 Big Sky Av, Hutto"
49,Smith Alice,1986,KG17417,"3182 Oak View St, Paris"
50,Gustavo Sean,1918,NZ14724,"101 Winter Fall St, Del Valle"
51,Fran Magda,2001,EG12071,"8477 Yellow St, Del Valle"
52,Rebeca Alice,1970,NG16473,"2195 E 6th Street, Dallas"
53,Alice Darrin,1992,XE12196,"7401 Spicewood Av, Georgetown"
54,Michael Fran,1963,SD15373,"2394 Yellow St, Hutto"
55,George Joe,1976,TG13604,"3577 Winter Fall St, London"
56,Michael Bob,1988,GK10093,"765 Maple St, Round Rock"
57,Robert Alice,1959,KE15706,"2443 Orange Maple St, Del Valle"
58,Robert Bob,2000,ZL10834,"6072 Spicewood Av, Austin"
59,Mary Emily,1941,TE10443,"5870 Maple St, Amarillo"
60,Joe Robert,1940,DK17382,"6416 Fireoak Av, London"
61,Michael Sean,1977,TX19232,"8994 Windermeer St, Georgetown"
62,John Darrin,1973,XS11846,"2850 Oak View St, London"
63,Beth Beth,1947,NE17902,"6908 Orange Maple St, Dublin"
64,Beth Sean,1964,XA15455,"1906 Windermeer St, London"
65,John Gustavo,1921,EA19834,"4104 Winter Fall St, Paris"
66,Joe George,1992,SN16018,"6779 Congress Av, Paris"
67,Joe Darrin,2000,EL19638,"3761 Winter Fall St, Paris"
68,Alice Gustavo,1987,ZK11978,"6909 Main St, Austin"
69,Joe Magda,1939,NA19145,"918 Maple St, Dublin"
70,Alice Sean,1977,AL18628,"894 Yellow St, Georgetown"
71,Darrin Smith,1968,NK11613,"281 Shallow Lake St, London"
72,Beth Robert,1959,GA11702,"4213 Spicewood Av, Hutto"
73,John Emily,1921,LL13491,"7566 Winter Fall St, Amarillo"
74,Mary Darrin,1927,WT12809,"3193 Yellow St, Amarillo"
75,George Mary,2000,LN19312,"1731 Fireoak Av, Paris"
76,George George,1929,ND12901,"6172 Maple St, Hutto"
77,Emily Fran,1951,EN12579,"5789 Big Sky Av, Amarillo"
78,Magda Darrin,1922,ZT15502,"4063 Spicewood Av, Dublin"
79,Michael Darrin,1945,GK12384,"8108 E 6th Street, London"
80,Darrin George,1924,NG10755,"1190 E 6th Street, Paris"
81,Mary George,1980,KT14197,"7402 Big Sky Av, Amarillo"
82,Emily Emily,1956,DK17090,"251 Fireoak Av, Amarillo"
83,Sean Darrin,2003,XZ12916,"6395 Yellow St, Paris"
84,Michael Magda,2007,EZ15123,"6617 Orange Maple St, Georgetown"
85,Smith Emily,1956,LE19676,"7458 Big Sky Av, Del Valle"
86,Darrin Mary,1931,SX11084,"2451 Winter Fall St, Paris"
87,John Natalie,1942,LA14166,"6790 Big Sky Av, London"
88,Michael David,1910,KA16892,"2941 Big Sky Av, Amarillo"
89,Gustavo Rebeca,1986,GN18359,"5073 Congress Av, Hutto"
90,Fran Fran,1952,WX14911,"7657 Shallow Lake St, Hutto"
91,Michael Robert,1944,NS12356,"5480 Main St, London"
92,Alice Gustavo,1979,XA10173,"1992 Windermeer St, Round Rock"
93,Michael Magda,1983,AG18052,"8305 E 6th Street, Dublin"
94,Robert Gustavo,2005,AD10702,"129 Shallow Lake St, Austin"
95,George Michael,1917,AX10757,"5323 Oak View St, Hutto"
96,Sean Joe,1988,TX11820,"1761 Main St, London"
97,Alice Robert,1928,AD15560,"7692 Windermeer St, Del Valle"
98,Gustavo Beth,1923,AT13936,"7400 Main St, Dublin"
99,Sean Sean,1954,ZA14897,"4378 E 6th Street, Dublin"
100,Sean Emily,1922,TX13385,"663 Fireoak Av, Austin"
101,Magda Emily,1916,GE19048,"5551 Orange Maple St, Round Rock"
102,Gustavo Natalie,1988,XE10333,"1468 Oak View St, Round Rock"
103,Smith Magda,1954,ET10805,"8532 Windermeer St, Georgetown"
104,John Rebeca,1983,TG11312,"6233 E 6th Street, Round Rock"
105,Robert Bob,2002,WT17354,"1438 E 6th Street, Amarillo"
106,Beth Natalie,1969,AW11835,"6478 Spicewood Av, Round Rock"
107,Magda Beth,1967,LT14791,"8523 Winter Fall St, Hutto"
108,Magda Smith,1944,AD10674,"3830 Windermeer St, Dallas"
109,Rebeca Joe,1990,LN16315,"139 Shallow Lake St, Austin"
110,Michael Fran,1928,KW10127,"2673 E 6th Street, Paris"
111,Natalie George,1925,WE15726,"4758 Fireoak Av, Hutto"
112,Magda Gustavo,1927,DG10828,"3328 Oak View St, Hutto"
113,Michael Darrin,1996,KW19137,"7189 Windermeer St, Del Valle"
114,David Smith,1979,GN17394,"5984 Main St, London"
115,Joe Smith,2004,GA12129,"395 Main St, Amarillo"
116,Bob John,1934,AG12592,"7546 Main St, Hutto"
117,Fran Michael,1933,WX14709,"2032 Fireoak Av, Dublin"
118,Rebeca Natalie,1919,DN15126,"1270 Winter Fall St, Paris"
119,Magda Fran,1922,WK16384,"5605 Oak View St, Del Valle"
120,David Natalie,1999,EA11609,"4635 Oak View St, Round Rock"
121,Robert Rebeca,1935,ZL16011,"7121 Yellow St, Hutto"
122,Michael Rebeca,1985,LD13869,"3612 Windermeer St, Dublin"
123,David Magda,1997,ZE13999,"6576 Congress Av, Austin"
124,Natalie Mary,1917,AA11219,"2116 Windermeer St, Dallas"
125,Fran Mary,1962,EZ16222,"4106 Orange Maple St, Dublin"
126,David Gustavo,1939,ZK13853,"2723 Shallow Lake St, London"
127,Natalie Michael,1980,EZ16350,"800 Shallow Lake St, Austin"
128,Emily Magda,1915,XN19988,"8645 Shallow Lake St, Hutto"
129,Sean Emily,1944,SD11061,"270 Shallow Lake St, Amarillo"
130,Sean Beth,2001,KZ15948,"8527 Shallow Lake St, Round Rock"
131,Emily Emily,1937,EK17710,"4148 Fireoak Av, Amarillo"
132,Smith Michael,1945,GZ18238,"1730 Big Sky Av, Dallas"
133,Gustavo Alice,1930,LD17622,"4833 Big Sky Av, Georgetown"
134,Sean Bob,1928,SA14182,"4591 Shallow Lake St, Dallas"
135,John Magda,1993,TT17379,"4980 Winter Fall St, Paris"
136,Magda Joe,1989,NN17177,"8694 Yellow St, Amarillo"
137,Darrin Michael,2004,DK16662,"8592 Maple St, Georgetown"
138,David Joe,1970,LX18166,"3271 Main St, Del Valle"
139,Rebeca Fran,1971,GL10437,"7178 Orange Maple St, Georgetown"
140,Rebeca Darrin,1940,AD10923,"2366 Maple St, Amarillo"
141,Emily Joe,1937,DW18614,"5479 Oak View St, Amarillo"
142,Emily Darrin,1923,SE15466,"1184 Big Sky Av, Austin"
143,Robert Michael,1934,XW17040,"5899 Big Sky Av, Georgetown"
144,George George,1962,ND12660,"1539 Winter Fall St, London"
145,Emily Rebeca,1985,DX13762,"1643 Spicewood Av, Paris"
146,Michael Natalie,1918,SA13663,"2756 Main St, Del Valle"
147,Joe Emily,1996,XA18997,"5459 Windermeer St, Round Rock"
148,Darrin Rebeca,2001,WK15046,"8599 Winter Fall St, Round Rock"
149,George Bob,1981,GD15046,"3902 Fireoak Av, Georgetown"
150,Darrin Natalie,1961,GX17154,"8950 Maple St, Paris"
151,David David,1994,TT15283,"501 Maple St, Amarillo"
152,Gustavo Rebeca,1923,NZ19479,"4329 Main St, Paris"
153,Bob Joe,1916,TK17688,"7409 Windermeer St, Dublin"
154,John Emily,1997,TT16872,"4636 Maple St, Paris"
155,Joe Robert,1999,AX12117,"7049 Congress Av, Paris"
156,Sean Beth,1996,GK17480,"5145 Congress Av, Amarillo"
157,David Joe,1927,TE13411,"8455 E 6th Street, Hutto"
158,Sean Sean,1939,WN19228,"2689 Main St, Austin"
159,Alice Beth,1951,TW14825,"3734 Maple St, Dublin"
160,Beth Robert,1918,SX17126,"2342 Yellow St, London"
161,Robert Bob,1946,ND15890,"7329 Spicewood Av, Hutto"
162,Bob Bob,1942,XN16691,"6678 Windermeer St, Del Valle"
163,Fran Alice,1996,DW14179,"1471 Orange Maple St, Dallas"
164,Beth Bob,2008,LG14841,"8832 Fireoak Av, Hutto"
165,Natalie George,2009,LG10371,"8597 Spicewood Av, Dallas"
166,Beth Magda,1922,NA11511,"3920 Winter Fall St, Del Valle"
167,John Smith,1967,TE19622,"6414 Winter Fall St, Round Rock"
168,Bob Emily,1924,TZ19993,"5985 Orange Maple St, Austin"
169,Bob David,1942,NK10090,"5639 Main St, Austin"
170,George Sean,2002,LW11476,"5548 Big Sky Av, Del Valle"
171,Fran Bob,1955,TE17553,"2084 Main St, London"
172,Alice Joe,1932,TT18573,"561 Orange Maple St, Austin"
173,George Gustavo,1914,GX15248,"925 Spicewood Av, Paris"
174,Bob Fran,1974,AE18853,"3417 Spicewood Av, Dublin"
175,Gustavo Fran,1977,DS14031,"3990 Windermeer St, Austin"
176,Rebeca Gustavo,1979,WK14169,"4918 Maple St, Round Rock"
177,Rebeca Rebeca,1963,TW17805,"5748 Orange Maple St, Dallas"
178,John Robert,2000,GN11722,"3295 Winter Fall St, London"
179,Gustavo Natalie,1912,AE16563,"4487 Big Sky Av, London"
180,Alice Emily,1960,TA18201,"2762 Congress Av, Amarillo"
181,David Fran,1940,NZ16010,"7227 Windermeer St, Del Valle"
182,Sean Alice,1957,LN12849,"5874 Spicewood Av, Amarillo"
183,Joe Mary,1982,AE10939,"6841 Oak View St, Austin"
184,Alice Bob,1945,TT12647,"6587 Yellow St, Del Valle"
185,John Bob,1964,WL17477,"5698 Yellow St, Amarillo"
186,Michael John,2002,NZ17393,"8827 Yellow St, Amarillo"
187,Darrin Sean,1914,KK13067,"1422 Shallow Lake St, London"
188,Smith Fran,2000,NN19148,"2697 E 6th Street, London"
189,Natalie Mary,1953,KW13658,"6015 Shallow Lake St, Hutto"
190,Darrin Michael,1999,SL15025,"1422 Yellow St, London"
191,Bob Emily,1967,KK12177,"4139 Spicewood Av, London"
192,Magda Alice,1967,NX15543,"1289 Winter Fall St, Hutto"
193,Darrin Natalie,2004,KL11954,"2829 Windermeer St, Dallas"
194,Emily Magda,1974,KS10929,"4338 Congress Av, Dallas"
195,Rebeca Beth,1944,LG17854,"2381 Windermeer St, London"
196,Michael Darrin,1949,EG16298,"5874 Spicewood Av, Austin"
197,Magda George,1917,KZ11932,"7730 Maple St, Round Rock"
198,Natalie Emily,1956,TW17221,"2945 Windermeer St, London"
199,Darrin Alice,1998,EX16038,"4547 Shallow Lake St, London"
200,Robert Mary,1955,TE15180,"6577 Maple St, Paris"
201,Darrin Smith,1911,SA11907,"1217 Spicewood Av, Amarillo"
202,Fran George,1958,NS13694,"3769 Maple St, London"
203,Alice Beth,2003,XD15140,"4214 Windermeer St, Dallas"
204,Joe Beth,1916,DS16866,"3050 Orange Maple St, Dublin"
205,Bob Rebeca,1938,AD17333,"5082 Oak View St, Dallas"
206,Joe Sean,1950,LE19129,"4085 Big Sky Av, Austin"
207,Emily Emily,1995,NW14254,"8328 Oak View St, Austin"
208,Bob Fran,1938,ZE11511,"4148 Congress Av, Dallas"
209,Robert Beth,1976,GZ16252,"8448 E 6th Street, Round Rock"
210,Emily Beth,1997,LG13008,"7723 Winter Fall St, Dallas"
211,David Beth,1984,NZ13386,"2821 Spicewood Av, Austin"
212,George David,1924,SA18951,"2509 Maple St, Round Rock"
213,Magda Darrin,1959,SD10615,"5605 Windermeer St, Amarillo"
214,Bob Beth,1941,DW16111,"2330 Spicewood Av, Dublin"
215,John Rebeca,1971,DD17928,"636 Winter Fall St, Del Valle"
216,Mary Darrin,1978,WG12548,"4690 Yellow St, Hutto"
217,Alice Sean,1948,NW14413,"6066 Fireoak Av, Hutto"
218,Emily Bob,1921,LW11190,"6173 Spicewood Av, Georgetown"
219,Robert Beth,1942,ZA18931,"1727 Orange Maple St, Paris"
220,Natalie Fran,1976,NZ15743,"6521 Orange Maple St, Round Rock"
221,Gustavo George,2006,AS12645,"5387 Big Sky Av, Amarillo"
222,Darrin Michael,1956,ZK11249,"7132 E 6th Street, Amarillo"
223,Mary Robert,1978,NW15793,"3079 Main St, Hutto"
224,Smith Alice,1982,XN16486,"1257 Winter Fall St, Dublin"
225,Alice Rebeca,1990,SX16039,"5033 Winter Fall St, Dallas"
226,Gustavo John,1915,NW17022,"2053 Winter Fall St, Dallas"
227,George Michael,1928,SE18129,"6165 Orange Maple St, Dublin"
228,Fran Bob,1930,WE16899,"4830 Big Sky Av, Dallas"
229,John Robert,1971,AL19566,"8052 E 6th Street, London"
230,Natalie Emily,1995,WK17605,"8685 Winter Fall St, Del Valle"
231,John George,1962,LG15398,"8369 Yellow St, Austin"
232,George Gustavo,2007,GE15444,"5475 Orange Maple St, Amarillo"
233,Joe Michael,1961,WA17625,"7051 Winter Fall St, Amarillo"
234,Emily Smith,1960,ZD19222,"2832 Fireoak Av, Dallas"
235,Gustavo Gustavo,1922,AX17239,"4807 Main St, Paris"
236,Beth Natalie,1968,LN13730,"4358 Orange Maple St, Dallas"
237,Emily Rebeca,1970,LD16851,"2153 Winter Fall St, Del Valle"
238,David Gustavo,1943,DE11704,"9052 Oak View St, Hutto"
239,Magda Bob,1979,XG17022,"6332 Oak View St, Paris"
240,Robert Michael,1928,KX16724,"1164 E 6th Street, Paris"
241,Natalie Rebeca,1923,KX16762,"4261 Congress Av, Hutto"
242,Robert John,1943,DL14590,"2587 Yellow St, Paris"
243,Alice Emily,1983,GN13940,"4676 Maple St, Round Rock"
244,Joe Bob,1947,AD16856,"6771 Main St, Hutto"
245,Sean Robert,1999,ZA17509,"2659 Fireoak Av, Del Valle"
246,Robert Beth,1980,NW14773,"4313 Congress Av, London"
247,Alice Gustavo,1961,LE18581,"8654 Fireoak Av, London"
248,David David,1982,LL15378,"2119 Winter Fall St, Dallas"
249,Joe Mary,1970,DT10314,"6145 Congress Av, Georgetown"
250,Michael Magda,1924,DS19710,"8136 Maple St, Hutto"
251,Michael Robert,1929,DD17761,"5296 Main St, Dallas"
252,Emily Magda,1974,GS13083,"6532 Shallow Lake St, Del Valle"
253,Joe Gustavo,1991,LZ12233,"106 Congress Av, Amarillo"
254,Fran Bob,1934,XE15466,"7529 Yellow St, Amarillo"
255,Michael Bob,1915,AD13349,"1624 Fireoak Av, London"
256,Emily Alice,1915,WD16431,"527 Shallow Lake St, Austin"
257,Joe Joe,2008,LZ15203,"2942 Winter Fall St, Georgetown"
258,Fran Fran,1937,TX19325,"3057 E 6th Street, Amarillo"
259,Bob Gustavo,1944,ZL11591,"5698 Yellow St, Del Valle"
260,Fran Mary,1980,AK14263,"4875 Fireoak Av, Dallas"
261,Robert Natalie,1910,LS14712,"4176 Fireoak Av, Hutto"
262,Robert Robert,1956,TL15160,"4166 Shallow Lake St, Austin"
263,Michael Mary,1956,AN19185,"5509 Orange Maple St, Amarillo"
264,Darrin Michael,1998,GZ16411,"2842 Yellow St, Dublin"
265,Mary Michael,1944,DX16059,"703 Maple St, Georgetown"
266,Michael Smith,1951,ET13297,"2970 Oak View St, London"
267,David Michael,1926,SX13205,"8001 E 6th Street, Georgetown"
268,Rebeca Alice,1910,WS13129,"4856 Congress Av, Amarillo"
269,Michael Smith,1961,GN16776,"9029 Oak View St, Dublin"
270,Robert Beth,1987,LW18466,"8646 Windermeer St, Georgetown"
271,Rebeca Alice,1956,WA14258,"803 Shallow Lake St, Georgetown"
272,Fran Darrin,1989,KK11310,"3917 Big Sky Av, Hutto"
273,Robert Alice,1929,GK19125,"662 E 6th Street, Round Rock"
274,Bob Mary,1972,TD15469,"560 Maple St, Amarillo"
275,Gustavo Smith,1991,DN14945,"6635 Orange Maple St, Austin"
276,Sean George,1996,SE15550,"6697 Yellow St, Round Rock"
277,Robert Gustavo,1999,SD14830,"1384 Main St, Amarillo"
278,Smith John,1942,SK15035,"1025 Orange Maple St, Del Valle"
279,Gustavo Natalie,1999,KE12533,"8794 Fireoak Av, Dublin"
280,Smith George,1918,KE19333,"4744 Spicewood Av, Austin"
281,Emily George,1921,WZ19198,"6985 Big Sky Av, Georgetown"
282,Sean Alice,1918,AW19462,"4161 Big Sky Av, Dallas"
283,Darrin Joe,1959,GG17854,"3961 Fireoak Av, London"
284,Sean Fran,1941,SE18926,"3142 Shallow Lake St, London"
285,Rebeca George,1961,ZX13977,"4626 Shallow Lake St, Round Rock"
286,Rebeca Smith,1915,XG15169,"8408 Main St, Dallas"
287,Joe Rebeca,1936,AK15212,"6997 E 6th Street, Georgetown"
288,Michael Alice,1965,ET13962,"8098 Yellow St, Del Valle"
289,Alice Fran,1933,XX18905,"5462 Winter Fall St, Round Rock"
290,Darrin Magda,1987,DZ15847,"4508 Orange Maple St, Del Valle"
291,Joe Sean,1910,XN12742,"1084 Orange Maple St, Dublin"
292,Michael Darrin,1957,ZE16980,"2848 Congress Av, London"
293,Rebeca Michael,2002,AL13439,"4788 Maple St, Dublin"
294,George Bob,1985,DZ18977,"4044 Spicewood Av, London"
295,Rebeca Michael,1984,KT12694,"2665 Main St, Round Rock"
296,Rebeca Smith,1956,XA17216,"4356 Windermeer St, London"
297,Natalie Natalie,2000,ZX14524,"5044 Big Sky Av, Austin"
298,Beth Rebeca,1972,LN13734,"7217 Fireoak Av, Dallas"
299,Beth Emily,1939,AN10942,"2560 Orange Maple St, Round Rock"
300,David Beth,1977,ZZ11490,"1237 Maple St, Hutto"
301,Emily Mary,1938,DD18042,"8714 Big Sky Av, Paris"
302,Robert Darrin,1961,DW17967,"2248 Spicewood Av, Austin"
303,Robert Smith,1924,SS14046,"7413 Winter Fall St, Del Valle"
304,Michael David,1948,EE12945,"1137 E 6th Street, Austin"
305,Michael Natalie,1917,WX14751,"767 Windermeer St, Georgetown"
306,Emily David,1955,ES14154,"4939 Fireoak Av, Austin"
307,Mary George,1926,ZG14116,"7392 Big Sky Av, Amarillo"
308,Emily Gustavo,1933,SD10741,"8499 E 6th Street, Dallas"
309,Darrin Emily,1963,EN17962,"8288 Maple St, Round Rock"
310,Gustavo John,1956,DT14309,"999 Fireoak Av, Dublin"
311,Fran Beth,2005,DN13010,"7820 E 6th Street, Hutto"
312,Michael Natalie,1951,GX11208,"7276 Shallow Lake St, Dublin"
313,Gustavo Fran,1955,WT19576,"3900 Oak View St, Georgetown"
314,Bob Mary,1984,SG16528,"1983 Yellow St, Austin"
315,David Fran,1926,EG15841,"415 Fireoak Av, Georgetown"
316,Alice Darrin,1977,LN16717,"4222 Congress Av, Round Rock"
317,Beth Natalie,1924,KG10873,"8015 Main St, Dublin"
318,Beth George,1970,ED13668,"3048 Maple St, Paris"
319,Gustavo John,1941,LW14767,"6567 Fireoak Av, Amarillo"
320,Magda Fran,1950,AW15809,"6203 Main St, London"
321,David Robert,1982,ZK17337,"4347 Congress Av, Dallas"
322,Smith Smith,1949,DN17168,"2680 Winter Fall St, London"
323,Rebeca Mary,1949,GX17836,"3731 Main St, London"
324,Alice John,1982,LG17272,"6335 Spicewood Av, Hutto"
325,Rebeca Natalie,1983,EA14429,"1366 Fireoak Av, Round Rock"
326,Rebeca Mary,1916,DZ13803,"6428 Windermeer St, London"
327,Beth Sean,1918,ND16008,"4384 Oak View St, Round Rock"
328,Darrin David,1912,KE14653,"5223 Shallow Lake St, London"
329,Beth Beth,1966,KX14496,"2043 Big Sky Av, Georgetown"
330,Robert Smith,1988,WS16917,"1781 Spicewood Av, Dublin"
331,David Darrin,1946,ZN12500,"6268 Big Sky Av, Del Valle"
332,Gustavo Emily,1991,TN10462,"6597 Shallow Lake St, Austin"
333,Emily Sean,1921,XD12382,"7264 Fireoak Av, Amarillo"
334,Natalie Emily,1973,EL10940,"5785 Main St, Round Rock"
335,Michael Darrin,2005,ZA16190,"7657 Windermeer St, Round Rock"
336,Bob John,1945,TA13719,"7228 Yellow St, Hutto"
337,David John,1930,NS14986,"2911 E 6th Street, Del Valle"
338,Mary Sean,1979,GD16893,"1449 Shallow Lake St, Amarillo"
339,Sean David,1955,NS10260,"8298 Winter Fall St, Hutto"
340,David Rebeca,1978,DZ13782,"1952 Yellow St, Hutto"
341,Magda Fran,2000,DN19899,"6372 Shallow Lake St, Hutto"
342,Bob Fran,1961,ZD15292,"4023 Big Sky Av, Paris"
343,Fran Beth,1944,GE17469,"1195 Main St, Dublin"
344,Rebeca Beth,1916,KD10794,"8939 Big Sky Av, Dallas"
345,Emily Magda,1948,LN14381,"8769 Windermeer St, Dallas"
346,Fran George,1944,LE15262,"1990 Maple St, Dublin"
347,David John,1975,DS10823,"3979 Fireoak Av, Paris"
348,David Emily,2002,DN19862,"7881 Winter Fall St, Paris"
349,Rebeca Mary,1914,AE16132,"2135 Winter Fall St, Dublin"
350,David Joe,1919,AE19405,"3923 E 6th Street, Amarillo"
351,Gustavo Joe,1962,TN16333,"6171 Spicewood Av, Dublin"
352,Beth Magda,1946,AN17468,"171 Winter Fall St, Austin"
353,Magda Mary,1923,KL12073,"2067 Orange Maple St, Round Rock"
354,David Darrin,1926,NW11945,"1683 Fireoak Av, Dublin"
355,Fran Rebeca,1973,NN10440,"2400 E 6th Street, London"
356,Alice John,1958,SS13848,"7150 Shallow Lake St, Round Rock"
357,John Smith,1966,XS18039,"542 Windermeer St, Hutto"
358,Beth Fran,1962,ET18861,"1510 Main St, Hutto"
359,Natalie Gustavo,2004,NZ19629,"4221 Main St, Austin"
360,Gustavo Bob,1946,XD12309,"4157 Main St, Amarillo"
361,Smith David,1988,WW12850,"8803 Oak View St, Round Rock"
362,David Darrin,1912,DN10338,"5285 Winter Fall St, London"
363,Mary George,1945,XG11871,"2504 Main St, Dublin"
364,Gustavo Alice,1964,SW16786,"7186 Main St, Amarillo"
365,Gustavo Joe,1973,TA13535,"6079 Orange Maple St, London"
366,Alice Michael,2008,ZW14242,"6268 Windermeer St, Round Rock"
367,Michael Smith,1956,EK15890,"7488 E 6th Street, Paris"
368,John Fran,1987,DW14984,"5717 Oak View St, Dublin"
369,Mary Joe,1940,LL15691,"7195 E 6th Street, Dublin"
370,Gustavo Magda,1995,KG10262,"3932 Spicewood Av, Paris"
371,Emily Beth,1933,SN19096,"868 Shallow Lake St, Round Rock"
372,David Natalie,1997,SE13564,"2644 Windermeer St, Dublin"
373,Bob Bob,2000,TX14934,"7442 Shallow Lake St, London"
374,Smith Smith,1965,EZ10856,"8750 Winter Fall St, Georgetown"
375,Robert Beth,1969,GG16474,"2449 Yellow St, Round Rock"
376,Gustavo Emily,1915,XS17831,"8940 Big Sky Av, London"
377,Michael Gustavo,1992,GL11770,"8330 Yellow St, Dublin"
378,Sean Smith,1967,ED12999,"6735 Shallow Lake St, Paris"
379,Rebeca Fran,1974,DZ15083,"2374 Winter Fall St, Amarillo"
380,Michael Gustavo,1938,GN19076,"1815 Big Sky Av, Hutto"
381,Mary Robert,1951,GD10596,"7577 Orange Maple St, Paris"
382,David David,1934,GZ17679,"1335 Big Sky Av, Round Rock"
383,Smith Gustavo,1993,EK17648,"2112 Winter Fall St, Hutto"
384,David Emily,1961,TE14330,"1240 Fireoak Av, Georgetown"
385,George Sean,2002,DS17833,"3313 Orange Maple St, Dublin"
386,Alice Sean,1930,EK17318,"5160 Spicewood Av, Dublin"
387,Fran Robert,1964,TE12470,"3489 Congress Av, Amarillo"
388,Fran Emily,1917,SZ15752,"8566 Yellow St, Georgetown"
389,Robert Natalie,1915,DD14418,"1112 Orange Maple St, Dublin"
390,Magda Magda,1952,LT19313,"1559 Orange Maple St, Georgetown"
391,Beth Natalie,1954,XW17035,"9082 Orange Maple St, Del Valle"
392,Mary Natalie,1957,KX16925,"8921 Congress Av, Amarillo"
393,Beth Sean,1969,SL18926,"7698 Maple St, Dallas"
394,Magda John,1945,WG19646,"7840 Congress Av, Del Valle"
395,Gustavo David,1968,WT11595,"4634 Fireoak Av, Paris"
396,Alice Darrin,1913,KA10023,"7536 Windermeer St, Hutto"
397,Mary Darrin,1973,EK13134,"5115 Congress Av, Round Rock"
398,David Darrin,1999,TG19182,"8766 Main St, Austin"
399,Michael Smith,1970,EL16444,"429 Fireoak Av, Georgetown"
400,George Beth,1989,AN15633,"4402 Windermeer St, Hutto"
401,Gustavo Smith,1973,SW17953,"674 Shallow Lake St, London"
402,Natalie Michael,1986,TS12327,"6497 Spicewood Av, Dublin"
403,Robert Sean,1986,WX11844,"530 Congress Av, London"
404,Natalie Natalie,1910,ZN16813,"3924 Spicewood Av, Dallas"
405,Emily Natalie,2007,NG19135,"5654 Big Sky Av, Amarillo"
406,Emily Sean,1933,ND10929,"4470 Maple St, Paris"
407,Magda David,1931,SW16933,"5181 Spicewood Av, Round Rock"
408,Alice George,1925,WS12451,"6391 E 6th Street, Paris"
409,John John,1946,ZG10126,"8582 Orange Maple St, Georgetown"
410,Robert Alice,1966,SE12198,"4175 Oak View St, Dublin"
411,David Emily,1969,TS14363,"8595 Maple St, Austin"
